"Cisco Identity Services Engine Log Messages Reference, Release 2.0",,,,
Message Code,Message Class,Message Text,Message Description,Severity
60068,FeedService,Profiler Feed Service - manual download initiated,The Profiler Feed Service has begun the check and download of new and/or updated Profiles in response to Administrator's request,INFO
60069,FeedService,Profiler Feed Service - Profiles Downloaded,The Profiler Feed Service has downloaded new and/or updated Profiles,INFO
60070,FeedService,Profiler Feed Service - No Profiles Downloaded,The Profiler Feed Service found no new and/or updated Profiles to download,INFO
60071,FeedService,Feed Server communication issue,The Profiler Feed Service could not be reached,WARN
60072,FeedService,Profiler Feed Service reported that the Feed is unavailable,The Feed that was queried for was not known by the Profiler Feed Service,ERROR
60073,FeedService,Querying the Profiler Feed Service resulted in an unexpected error,Received an unexpected error when querying the  Profiler Feed Service,ERROR
60074,FeedService,Importing downloaded profiles from the Profiler Feed Service resulted in an unexpected error,Received an unexpected error when importing downloaded profiles from the Profiler Feed Service,ERROR
60075,Sponsor,Sponsor has successfully authenticated,Sponsor has successfully authenticated,NOTICE
60076,Sponsor,Sponsor authentication has failed,Sponsor authentication has failed; please see Failure Code for more details,NOTICE
60077,MyDevices,MyDevices user authentication has failed,MyDevices user authentication has failed,NOTICE
60078,MyDevices,MyDevices user has successfully authenticated,MyDevices user has successfully authenticated,INFO
60079,Administrator-Login,A failure to establish an SSL session was detected,A failure to establish an SSL session was detected,INFO
60080,Administrator-Login,A SSH CLI user has successfully logged in,A SSH CLI User has successfully logged in,INFO
60081,Administrator-Login,A SSH CLI user has attempted unsuccessfully to login,A SSH CLI user has attempted unsuccessfully to login,INFO
60082,Administrator-Login,"A SSH CLI user has attempted to login, however account is locked out","A SSH CLI user has attempted to login, however account is locked out",INFO
60083,System-Management,Syslog Server configuration change,Syslog Server configuration change has occurred,INFO
60084,System-Management,ADEOS CLI user configuration change,Configuration change occurred for ADEOS CLI user,INFO
60085,System-Management,ADEOS Repository configuration change,Configuration change occurred for ADEOS repository,INFO
60086,System-Management,ADEOS SSH Service configuration change,Configuration change occurred for ADEOS SSH Service,INFO
60087,System-Management,ADEOS Maximum SSH CLI sessions configuration change,Configuration change occurred for ADEOS Maximum CLI sessions,INFO
60088,System-Management,ADEOS SNMP agent configuration change,Configuration change occurred for ADEOS SNMP agent,INFO
60089,System-Management,ADEOS CLI kron scheduler policy configuration change,Configuration change occurred for ADEOS CLI kron scheduler policy,INFO
60090,System-Management,ADEOS CLI kron scheduler occurrence configuration change,Configuration change occurred for ADEOS CLI kron scheduler occurrence,INFO
60091,System-Management,ADEOS CLI pre-login banner configuration change,Configuration change occurred for ADEOS CLI pre-login banner,INFO
60092,System-Management,ADEOS CLI post-login banner configuration change,Configuration change occurred for ADEOS CLI post-login banner,INFO
60093,System-Management,ISE Backup has started,ISE Backup has started,INFO
60094,System-Management,ISE Backup has completed successfully,ISE Backup has completed successfully,INFO
60095,System-Management,ISE Backup has failed,ISE Backup has failed,ERROR
60096,System-Management,ISE Log backup has started,ISE Log Backup has started,INFO
60097,System-Management,ISE Log Backup has completed successfully,ISE Log Backup has completed successfully,INFO
60098,System-Management,ISE Log Backup has failed,ISE Log Backup has failed,ERROR
60099,System-Management,ISE Restore has started,ISE Restore has started,INFO
60100,System-Management,ISE Restore has completed successfully,ISE Restore has completed successfully,INFO
60101,System-Management,ISE Restore has failed,ISE Restore has failed,ERROR
60102,System-Management,Application installation completed successfully,Application installation completed successfully,INFO
60103,System-Management,Application installation failed,Application installation failed,ERROR
60104,System-Management,Application remove started,Application remove started,INFO
60105,System-Management,Application remove completed successfully,Application remove completed successfully,INFO
60106,System-Management,Application remove failed,Application remove failed,ERROR
60107,System-Management,Application upgrade failed,Application upgrade failed,ERROR
60108,System-Management,Application patch started,Application patch started,INFO
60109,System-Management,Application patch remove has started,Application patch remove has started,INFO
60111,System-Management,Application patch remove has completed successfully,Application patch remove has completed successfully,INFO
60112,System-Management,Application patch remove has failed,Application patch remove has failed,ERROR
60113,Startup-Shutdown,ISE server reload has been initiated,ISE server reload has been initiated,WARNING
60114,Startup-Shutdown,ISE server shutdown has been initiated,ISE server shutdown has been initiated,WARNING
60115,Administrator-Login,A CLI user has logged in from SSH,A CLI user has logged in from SSH,INFO
60116,Administrator-Login,A CLI user has logged out from SSH,A CLI user has logged out from SSH,INFO
60117,System-Management,ADEOS CLI user has been force logged out,ADEOS CLI user has force logged out,INFO
60118,System-Management,ADEOS CLI user has used delete CLI to delete file,ADEOS CLI user has used delete CLI to delete file,INFO
60119,System-Management,ADEOS CLI user has used copy CLI to copy file,ADEOS CLI user has used copy CLI to copy file,INFO
60120,System-Management,ADEOS CLI user has used mkdir CLI to create a directory,ADEOS CLI user has used mkdir CLI to create a directory,INFO
60121,System-Management,ADEOS CLI user has copied out running system configuration,ADEOS CLI user has copied out running system configuration,INFO
60122,System-Management,ADEOS CLI user has copied in system configuration,ADEOS CLI user has copied in system configuration,INFO
60123,System-Management,ADEOS CLI user has saved running system configuration,ADEOS CLI user has saved running system configuration,INFO
60124,System-Management,ADEOS CLI user failed to login because password has expired,ADEOS CLI user failed to login because password has expired,WARNING
60125,Administrator-Login,A malformed SSH requested has been detected,A malformed SSH requested has been detected,INFO
60126,System-Management,Application patch installation failed,Application patch installation failed,ERROR
60127,System-Management,Maximum number of concurrent CLI sessions has been reached,Maximum number of concurrent CLI sessions has been reached,ERROR
60128,System-Management,Failure occurred trying to copy file in from ADEOS CLI,Failure occurred trying to copy file in from ADEOS CLI,ERROR
60129,System-Management,Failure occurred trying to copy file out from ADEOS CLI,Failure occurred trying to copy file out from ADEOS CLI,ERROR
60130,System-Management,ISE Scheduled Backup has been configured,ISE Scheduled Backup has been configured,INFO
60131,System-Management,ISE Support bundle has been created from web UI,ISE Support bundle has been created from web UI,INFO
60132,System-Management,ISE Support bundle has been deleted from web UI,ISE Support bundle has been deleted from web UI,INFO
60133,System-Management,ISE Support bundle generation from web UI has failed,ISE Support bundle generation from web UI has failed,ERROR
60134,System-Management,DNS Resolution failure,DNS Resolution failure on node,FATAL
60150,Replication,Slow Replication,Replication is slow,INFO
60151,Replication,Slow Replication,Replication is slow,WARN
60152,Replication,Slow Replication,Replication is slow,ERROR
60153,System-Management,Certificate has been exported,Certificate has been exported,INFO
60154,System-Management,Application patch install has completed successfully,Application patch install has completed successfully,INFO
60155,System-Management,Secure communication with syslog server established,Secure communication with syslog server established,INFO
60156,System-Management,Secure communication establishment with syslog server failed,Secure communication establishment with syslog server failed,WARN
60157,System-Management,Unable to copy the exported report file to configured repository,Copying the exported report file to configured repository failed,ERROR
60158,System-Management,All xGrid administrator actions are logged using this message,All xGrid administrator actions are logged using this message,INFO
60159,System-Management,Posture requirements update has started from the remote feed URL,The system received a request to check for posture requirement updates on remote feed URL. Update started.,INFO
60160,System-Management,Successfully finished updating posture requirements from remote feed URL,The posture update from the remote feed URL has finished successfully,NOTICE
60161,System-Management,Failed to update Posture requirements from the remote feed URL,The Posture update from the remote feed URL has failed,ERROR
60162,System-Management,Checking for the updated Posture requirements on the remote feed URL,Starting the process of checking whether there are updated posture requirements on the remote feed URL,DEBUG
60163,System-Management,Processing the updated Posture requirements received from the remote feed URL,Starting to process updated posture requirements received from the remote feed URL,DEBUG
60164,System-Management,NTP Service is down on the node,NTP Service is down on the node,ERROR
60165,System-Management,NTP failed to sync with configured servers,NTP failed to sync with the configured servers,ERROR
60166,Certificate,Certificate will expire soon,Certificate Expiration warning,WARN
60167,Certificate,Certificate has expired,Certificate has expired,WARN
60168,System-Management,Session Repeat Count has reset successfully,Session Repeat Count has reset successfully,INFO
60169,System-Management,Session Repeat Count reset has failed,Session Repeat Count reset has failed,INFO
60170,System-Management,Resetting Repeat Count is successful for all sessions,Resetting Repeat Count is successful for all sessions,INFO
60171,System-Management,Resetting Repeat Count has failed for all sessions,Resetting Repeat Count has failed for all sessions,INFO
60172,System-Management,Alarm(s) has/have been acknowledged,These alarms are acknowledged and will not be displayed on the Dashboard,INFO
60173,System-Management,Outdated alarms are purged,Only latest 15000 alarms would be retained and rest of them are purged,INFO
60174,CRL,Could not add Certificate Revocation List,Could not add Certificate Revocation List. The Certificate Revocation List will not be used by ISE,ERROR
60175,CRL,Could not download Certificate Revocation List,Could not download Certificate Revocation List. The Certificate Revocation List will not be used by ISE,Error
60176,System-Management,Posture Update,Posture Update,INFO
60177,System-Management,Application upgrade preparation failed,Application upgrade preparation failed,ERROR
60178,System-Management,Application upgrade preparation successful,Application upgrade preparation successful,INFO
60179,System-Management,Application upgrade preparation started,Application upgrade preparation started,INFO
60180,System-Management,Syslog server Identity check failed,"Syslog server Identity check failed, Secure communication not established with syslog server",WARN
60184,Administrator-Login,A console CLI user has successfully logged in,A console CLI User has successfully logged in,INFO
60185,Administrator-Login,A console CLI user has attempted unsuccessfully to login,A console CLI user has attempted unsuccessfully to login,INFO
60186,Administrator-Login,"A console CLI user has attempted to login, however account is locked out","A console CLI user has attempted to login, however account is locked out",INFO
60187,System-Management,Application upgrade succeeded,Application upgrade succeeded,INFO
60188,Administrator-Login,An attempted SSH connection has failed,An attempted SSH connection has failed,INFO
60189,System-Management,Terminal Session timeout has been modified,Configuration change occurred for ADEOS CLI Terminal Session timeout,INFO
60190,System-Management,xGrid Administrator Action,xGrid Administrator Action,INFO
60191,System-Management,Insufficient Virtual Machine Resources on node,Insufficient Virtual Machine Resources on node,ERROR
60192,System-Management,Firmware update required on node,Firmware update required on node,ERROR
60193,System-Management,RSA key configuration has been modified,Configuration change occurred for ADEOS CLI RSA key,INFO
60194,System-Management,Host key configuration has been modified,Configuration change occurred for ADEOS CLI host key,INFO
60195,CA-Service,CA Service started,CA Service started,INFO
60196,CA-Service,CA Service stopped,CA Service stopped,INFO
60197,CA-Service,Revoked ISE CA issued Certificate.,Certificate issued to Endpoint by ISE CA is revoked by Administrator,NOTICE
60198,System-Management,MnT purge event occurred,MnT purge event occurred,INFO
60199,TrustSec,An IP-SGT mapping was deployed successfully,An IP-SGT mapping was deployed successfully to a TrustSec device,INFO
60200,TrustSec,An IP-SGT mapping has failed deploying,An IP-SGT mapping has failed deploying to a TrustSec device,INFO
60201,TrustSec,IP-SGT deployment to TrustSec device was successful,IP-SGT deployment to TrustSec device was successful,INFO
60202,TrustSec,IP-SGT deployment to TrustSec device failed,IP-SGT deployment to TrustSec device failed,INFO
60203,TrustSec,IP-SGT deployment to the TrustSec devices finished,IP-SGT deployment to the TrustSec devices finished,INFO
60204,System-Management,System root CLI account has successfully logged in,System root CLI account has successfully logged in,INFO
60205,Administrator-Login,A CLI user has logged in from console,A CLI user has logged in from console,INFO
60206,Administrator-Login,A CLI user has logged out from console,A CLI user has logged out from console,INFO
60207,System-Management,logging loglevel configuration has been modified,Configuration change occurred for ADEOS CLI logging loglevel,INFO
60208,System-Management,Root CA certificate has been replaced,Root CA certificate has been replaced,INFO
60209,System-Management,CA service enabled,CA service enabled,INFO
60210,System-Management,CA service disabled,CA service disabled,INFO
60211,System-Management,ISE acquired subordinate certificate authority from 3rd party CA server,ISE acquired subordinate certificate authority from 3rd party CA server,INFO
60212,System-Management,Portal could not start on this node since Certificate tag is missing,Portal could not start on this node since Certificate tag is missing,WARNING
60213,System-Management,CA keys were replaced by import operation,CA keys were replaced by import operation,INFO
60214,System-Management,CA keys were exported,CA keys were exported,INFO
60215,CA-Service,Endpoint certs were marked expired,Endpoint certs were marked expired by daily scheduled job,INFO
60216,CA-Service,Endpoint certs were purged,Endpoint certs were purged by daily scheduled job,INFO
60217,Replication,Certificate replication failed and will be retried,"The PAP failed to push a replicated certificate, such as a wildcard certificate, to a secondary node",WARN
60218,Replication,Certificate replication failed,"The PAP failed to push a replicated certificate, such as a wildcard certificate, to a secondary node",WARN
60219,Distributed-Management,Administration Node has not received any PAN HA monitoring request from monitoring node,Administration Node has not received any PAN HA monitoring request from monitoring node,WARN
60221,Distributed-Management,Misconfiguration in PAN HA monitoring,Misconfiguration in PAN HA monitoring,WARN
60222,Distributed-Management,PAN is not reachable or unhealthy,PAN is not reachable or unhealthy,WARN
60223,Distributed-Management,PAN HA Promotion request failed,PAN HA Promotion request failed,ERROR
60224,Distributed-Management,Automatic failover to the Secondary PAN is successfully triggered,Automatic failover to the Secondary PAN is successfully triggered,INFO
60225,Client Provisioning,Unable to build the certificate chain,Two or more certificates have been found with same value of CN attribute in the subject field leading to certificate chain building error,ERROR
60226,Certificate,Successfully performed CoA termination(s) for a user certificate being revoked,Successfully performed CoA termination(s) for a user certificate being revoked,INFO
60227,Certificate,Failed to perform a CoA termination,Please make sure that the NAD is configured to send the client MAC Address when making RADIUS access-requests to ISE,INFO
60228,System-Management,MSE Server is unreachable,MSE Server is unreachable,ERROR
60229,System-Management,MSE Server is back online,MSE Server is back online,INFO
60231,System-Management,Queried MSE server,MSE server was queried to get endpoint location,INFO
60232,System-Management,Started ongoing sessions check against automatically retrieved CRL,Started all ongoing TLS sessions check as soon as the CRL is downloaded.,INFO
60233,Dynamic-Authorization,The endpoint session is terminated due to the revoked certificate,"The endpoint session is terminated due to the revoked endpoint certificate, following the ongoing sessions check against downloaded CRL",INFO
60234,Sxp,The SXP connection has been disconnected,The SXP connection has been disconnected,ERROR
60235,SXP,SXP connection succeeded,SXP connection succeeded,INFO
60236,SXP,SXP connection failed,SXP connection failed,WARN
60237,SXP,SXP binding is successful,SXP binding is successful,INFO
60238,SXP,SXP binding failed,SXP binding failed,INFO
60239,SXP,SXP binding conflict has occurred,SXP binding conflict has occurred,WARN
60400,Configuration-Changes,Policy elements have been generated based on network device profile configuration.,Policy elements have been generated based on network device profile configuration.,INFO
60401,Configuration-Changes,Reminder: Assign NAD Profiles.,Network Access Devices now have a NAD Profile which defines their capabilities. All existing devices have been assigned a default Cisco NAD Profile which should be changed for non-Cisco devices.,INFO
60451,System-Management,Telemetry is enabled on this deployment,Telemetry is enabled on this deployment,INFO
60452,System-Management,Telemetry is disabled on this deployment,Telemetry is disabled on this deployment,INFO
60453,System-Management,Telemetry messages were sent successfully,Telemetry messages were sent successfully,INFO
60454,System-Management,Telemetry messages were not sent successfully,Telemetry messages were not sent successfully,INFO
60455,System-Management,Easy Wired is selected on Allowed Protocol but Identity Mapping has NOT been activated,Easy Wired is selected on Allowed Protocol but Identity Mapping has NOT been activated,INFO
60456,System-Management,Started CRL/OCSP periodic certificate check,Started CRL/OCSP periodic certificate check,INFO
60457,Admin Access Authentication Method,Authentication Type Method for Admin UI Access,Successful message for Authentication Type Method Configuration update,INFO
60458,Admin Access Authentication Method,Authentication Type Method for Admin UI Access,Unsuccessful message for Authentication Type Method Configuration update,INFO
60459,SXP,SXP binding  not propagated because binding threshold has been reached,SXP binding threshold reached,ERROR
60501,ERS,ERS xml input is a suspect for XSS or Injection attack,Please review your xml input,WARN
60502,ERS,ERS identified deprecated url,The request url is deprecated and recommended avoid using it,WARN
60503,ERS,ERS identified out-dated url,the request url is out-dated and recommended to use a newer one. This url will not be removed in future releases,WARN
60504,ERS,ERS request content-type header is out-dated,"The request resource version stated in the request content-type header is out-dated. That means that the resource schema has been modified. one or more attribute might been added or removed and to overcome that with out-dated schema, the ERS Engine will use default values",WARN
70000,System-Stats,ISE Utilization,ISE Utilization,Notice
70001,System-Stats,ISE Process Health,ISE Process Health,Notice
70002,System-Stats,ISE Process Health Unavailable,ISE Process Health Unavailable,Notice
70010,System-Stats,OCSP Statistics,OCSP Statistics,Info
70011,System-Stats,ISE Counters,ISE Counters,Info
80001,Profiler,Profiler EndPoint collection event occurred,This message is generated when a profiler end point is collected,Info
80002,Profiler,Profiler EndPoint profiling event occurred,This message is generated when a profiler end point is profiled,Info
80003,Profiler,Profiler Probe failed to load,This message is generated when a probe fails to start,Error
80004,Profiler,Profiler Performance Counters Snapshot update event occurred,This message is generated when a new Profiler performance-counters snapshot is reported,Info
80005,Profiler,Profiler Exception Action execution occurred,This message is generated when a profiler end point is profiled and matched an exception rule,Info
80006,Profiler,Profiler is triggering Change Of Authorization Request,Profiler is triggering Change Of Authorization Request,Info
80007,Profiler,Profiler SNMP request sent,This message is generated when profiler sends the SNMP request.,Debug
80008,Profiler,Profiler SNMP response received,This message is generated when profiler receives the SNMP response.,Debug
80009,Profiler,Profiler SNMP request failure,This message is generated when profiler SNMP request fails.,Error
80010,Profiler,Profiler DNS request sent,This message is generated when profiler sends the DNS request.,Info
80013,Profiler,Profiler EndPoint feed profiling event occurred,Profiler re-profiles the endpoint due to Feed Service policy,Info
80014,Profiler,Profiler EndPoint purge event occurred,This message is generated when a profiler end point purge policy is evaluated and matched,Info
80015,Profiler,Profiler queue size limit has been reached.,Profiler queue size limit has been reached. Events received after the queue size limit has been reached will be dropped.,Warning
83001,Posture,Posture request from endpoint matched the policy,Posture request from endpoint matched the policy,Debug
83003,Posture,Received a reassessment request from an endpoint,A reassessment request is received from an endpoint,Debug
83007,Posture,Terminating the non-compliant endpoint session,A change of authorization request is sent to the device for terminating the current non-compliant endpoint session,Warning
83009,Posture,NAC agent on client is terminated,NAC agent on client is closed by the end user,Info
83015,Posture,Posture service is triggering a Change Of Authorization request,Posture service is triggering a new Change Of Authorization request due to changes in the session posture status,Info
84002,Client Provisioning,Provisioning is disabled. You are not allowed to perform any provisioning related operations at this time,Provisioning is disabled. You are not allowed to perform any provisioning related operations at this time,Warning
84003,Client Provisioning,Posture component not provisioned due to version incompatibility with agent version,"Posture component on server is not compatible with agent version, hence it is not provisioned",Warning
85000,EPS,Endpoint Protection Service is triggering a Change Of Authorization request,Endpoint Protection Service is triggering a new Change Of Authorization request,Info
86001,Guest,Guest user has entered the guest portal login page,Guest user has entered the guest portal login page,INFO
86002,Guest,Sponsor has suspended a guest user account,Sponsor has suspended a guest user account,INFO
86003,Guest,Sponsor has enabled a guest user account,Sponsor has enabled a guest user account,INFO
86004,Guest,Guest user has changed the password,Guest user has changed the password,INFO
86005,Guest,Guest user has accepted the Use Policy,Guest user has accepted the use policy,INFO
86006,Guest,Guest user account is created,Guest user account is created,INFO
86007,Guest,Guest user account is updated,Guest user account is updated,INFO
86008,Guest,Guest user account is deleted,Guest user account is deleted,INFO
86009,Guest,Guest user is not found,Guest user record is not found in the database,INFO
86010,Guest,Guest user authentication failed,Guest user authentication failed. Please check your password and account permission,INFO
86011,Guest,Guest user is not enabled,Guest user authentication failed. User is not enabled. Please contact your system administrator,INFO
86012,Guest,User declined Access-Use Policy,Guest User must accept Access-Use policy before network access is granted,INFO
86013,Guest,Portal not found,Portal is not found in the database. Please contact your system administrator,INFO
86014,Guest,User is suspended,User authentication failed. User account is suspended,INFO
86015,Guest,Invalid Password Change,Invalid password change. Use correct password based on the password policy,INFO
86016,Guest,Guest Timeout Exceeded,Timeout from server has exceeded the threshold. Please contact your system administrator,INFO
86017,Guest,Session Missing,SessionID is missing. Please contact your System Administrator,INFO
86018,Guest,Guest Change of Authorization Failed,Guest Change of Authorization has failed. Please contact your System Administrator,INFO
86019,Guest,Guest User restricted,User access is restricted based on time profile. Please contact your system administrator,INFO
86020,Guest,Guest Unknown Error,User authentication failed. Please contact your System Administrator,INFO
86021,Guest,Entering Device Registration Web Authentication Portal,Entering Device Registration Web Authentication Portal,INFO
86022,Guest,Device Registration Web Authentication AUP Accepted,Device Registration Web Authentication AUP (Acceptable Use Policy) accepted,INFO
86023,Guest,Device Registration Web Authentication AUP Declined,Device Registration Web Authentication AUP (Acceptable Use Policy) declined,INFO
86024,Guest,Device Registration Web Authentication Portal Endpoint Creation Passed,Device Registration Web Authentication Portal successfully created an endpoint,INFO
86025,Guest,Device Registration Web Authentication Portal Endpoint Creation Failed,Device Registration Web Authentication Portal failed to created an endpoint,ERROR
86026,Guest,Device Registration Web Authentication Portal CoA Termination Failed,Device Registration Web Authentication Portal failed to perform a CoA termination,ERROR
86027,Guest,Device Registration Web Authentication sending CoA Termination message,Device Registration Web Authentication sending CoA Termination message,INFO
86028,Guest,Successfully performed CoA termination(s) for a deleted guest or a suspended guest,Successfully performed CoA termination(s) for a deleted guest or a suspended guest,INFO
86029,Guest,Failed to perform a CoA termination,Failed to perform a CoA termination,WARN
86030,GUEST,Sponsor user accepted the user policy,Indicates that a sponsor user accepted user policy,INFO
86031,GUEST,Sponsor user declined the user policy,Indicates that a sponsor user declined user policy,INFO
87000,Posture,Received a posture report from an endpoint,Received a posture report from an endpoint,Notice
87001,Posture,Posture service received a reassessment report from an endpoint,Received a PRA report request from an endpoint,Notice
87002,Posture,Terminating endpoint session: reassessment timeout,A change of authorization request is sent to the device for terminating the current endpoint session per reassessment timeout,Notice
87500,Client Provisioning,Client provisioning succeeded,Client provisioning succeeded,Notice
87501,Client Provisioning,Client provisioning failed,Client provisioning failed,Notice
87600,Supplicant Provisioning,Supplicant provisioning succeeded,Supplicant provisioning for client succeeded,Notice
87601,Supplicant Provisioning,Supplicant provisioning failed,Supplicant provisioning failed,Notice
87602,Supplicant Provisioning,Supplicant provisioning is in progress,Supplicant provisioning is in progress,Notice
87603,Supplicant Provisioning,Supplicant provisioning disabled,Supplicant provisioning for client is disabled,Notice
87604,Supplicant Provisioning,CA Server is down,CA Server is down,Warning
87605,Supplicant Provisioning,CA Server is up,CA Server is up,Info
87606,Supplicant Provisioning,Certificate request forwarding failed,Certificate request forwarding failed,Error
87607,Supplicant Provisioning,High volume of OCSP transactions,High volume of OCSP transactions,Warning
87750,EPS,Endpoint Protection Service has received a request to perform an operation,Endpoint Protection Service performs the requested operation on an endpoint,Notice
87751,EPS,Endpoint Protection Service has obtained the result of an operation,Endpoint Protection Service stores the result of an operation in the Operation Status,Notice
87752,Internal CA,Manual Certificate Provisioning Portal - Request submitted,A certificate request is initiated from the Manual Certificate Provisioning Portal,NOTICE
87753,Internal CA,Manual Certificate Provisioning Portal - Status Update,Status update to a certificate request,NOTICE
87754,Internal CA,Manual Certificate Provisioning Portal - User login occurred,The new sessions is created for a user logging into the Manual Certificate Provisioning Portal,NOTICE
88000,MyDevices,Successfully added a device (endpoint),Successfully added a device (endpoint),Info
88001,MyDevices,Failed to added a device (endpoint),Please verify that the MAC Address format is valid and that the MAC Address is not already registered,ERROR
88002,MyDevices,Successfully modified the device (endpoint),Successfully modified the device (endpoint),INFO
88003,MyDevices,Failed to modify the device (endpoint),Endpoint may not exist or there is a communication error with server/db. Please contact your Administrator,ERROR
88004,MyDevices,Successfully deleted the device (endpoint),Successfully deleted the device (endpoint),INFO
88005,MyDevices,Failed to delete the device (endpoint),Endpoint may not exist or there is a communication error with server/db. Please contact your Administrator,ERROR
88006,MyDevices,Successfully blacklisted the device (endpoint),Successfully blacklisted the device (endpoint),INFO
88007,MyDevices,Failed to blacklist the device (endpoint),Endpoint may not exist or there is a communication error with server/db. Please contact your Administrator,ERROR
88008,MyDevices,Successfully reinstated the device (endpoint),Successfully reinstated the device (endpoint),INFO
88009,MyDevices,Failed to reinstate the device (endpoint),Endpoint may not exist or there is a communication error with server/db. Please contact your Administrator,ERROR
88010,MyDevices,Successfully registered/provisioned the device (endpoint),Successfully registered/provisioned the device (endpoint),INFO
88011,MyDevices,Failed to register/provision the device (endpoint),Please contact your Administrator,ERROR
88012,MyDevices,Successfully performed a CoA termination,Successfully performed a CoA termination,INFO
88013,MyDevices,Failed to perform a CoA termination,Please make sure that the NAD is configured to send the client MAC Address when making RADIUS access-requests to ISE.,ERROR
88014,MyDevices,Successfully performed a CoA re-authentication,Successfully performed a CoA re-authentication,INFO
88015,MyDevices,Failed to perform a CoA re-authentication,Please contact your administrator,ERROR
89000,MDM,Mobile device manager unregistered,Device is not registered with Mobile device manager,INFO
89001,MDM,Mobile device management compliant,Device is compliant with Mobile device management,INFO
89002,MDM,Mobile device management non-compliant,Device is non-compliant with Mobile device management,INFO
89003,MDM,Failed to connect to MDM server,Failed to connect to MDM server,WARN
89004,MDM,MDM server API version mismatch,MDM server API version doesn't match that configured in ISE,ERROR
89005,MDM,MDM server response error,MDM server response error,WARN
89050,MDM,Administrative action submitted,An administrative action (of given type) has been submitted,Info
89051,MDM,Administrative action delivered to mobile device,Indicates that the mobile device has acknowledged the administrative action (of given type),Info
89052,MDM,Administrative action failed,Indicates that the mobile device has failed the administrative action (of given type),Error
89100,MDM,Mobile device enrollment initiated,Indicates that the Mobile Device enrollment has started,Info
89101,MDM,Mobile device enrollment failed,Mobile device enrollment terminated due to a reason,Error
89102,MDM,Mobile device enrolled successfully,Mobile Device is successfully enrolled,Info
89103,MDM,Mobile device deregistered,Unenrollment of a Mobile Device has completed,Info
89104,MDM,Mobile Device Service initialized,Mobile Device Service initialization is completed,Info
89105,MDM,Mobile Device Service initialization failed,Mobile Device Service is unable to start,Error
89106,MDM,Mobile Device Service stopped,Mobile Device Service is terminated,Info
89107,MDM,Unable to send notifications to mobile device,Indicates failures to notify mobile devices via Push Notification Systems,Error
89108,MDM,APNS Certificate is about to expire,Indicates that the APNS Certificate used for Notification services is about to expire soon,Warning
89109,MDM,Endpoint certificate is going to expire soon.,"Indicates that an endpoint certificate used for MDM operations is about to expire soon, within 1/2 of the configured renewal period, suggesting that its automatic renewal had previously failed.",Warning
89110,MDM,Mobile Device check-in request is not authorized.,Indicates that the Mobile Device check-in request has not been authorized due to unknown/revoked/expired client certificate.,Error
89111,MDM,Mobile Device check-in request is authorized.,Indicates that the Mobile Device check-in request has been authorized.,Info
89112,MDM,Endpoint certificate is renewed.,Indicates that an endpoint certificate used for MDM operations is renewed.,Info
89113,MDM,Inactive Mobile Device is detected,Indicates the mobile device is no longer active and possibly unenrolled,Warning
89114,MDM,GeoLocation coordinates received,Indicates that the mobile device has responded with geolocation coordinates,INFO
89115,MDM,Profile Installed,Indicates that the mobile device has installed a profile. Profile information is provided in event details attribute,INFO
89116,MDM,Profile Removed,Indicates that the mobile device has removed a profile. Profile information is provided in event details attribute,INFO
89117,MDM,Application Installed,Indicates that the mobile device has installed an application. Application information is provided in event details attribute,INFO
89118,MDM,Application Removed,Indicates that the mobile device has removed an application. Application information is provided in event details attribute,INFO
89119,MDM,Device reassessment has failed.,"Indicates that periodic, administrator or user initiated device reassessment has failed. The event details include the failure reason.",WARN
89132,MDM,Endpoint certificate is going to expire soon.,"Indicates that an endpoint certificate used for MDM operations is about to expire soon, within 1/4 of the configured renewal period, suggesting that its automatic renewal according to the configured renewal period had previously failed.",WARN
89133,MDM,Endpoint certificate has expired.,Indicates that an endpoint certificate used for MDM operations has expired. The mobile device must be re-enrolled.,ERROR
89142,MDM,Provisioning operation failed.,Indicates that a provisioning operation (profile/application) has failed. Profile/Application information and the failure reason is provided in the event details.,ERROR
89143,MDM,Mobile device record is updated with new device information,"Indicates that the mobile device information (OS version, AnyConnect version, etc) has been retrieved and the database record is updated. The updated information is provided in the event details.",INFO
89144,MDM,Endpoint certificate renewal has failed.,Indicates that renewal of an endpoint certificate used for MDM operations has failed. Certificate renewal will be reattempted during the next periodic reassessment.,WARN
89149,MDM,Mobile device is compliant,Indicates the device is compliant with mobile device management policies,INFO
89150,MDM,Mobile device is not compliant,Indicates the device is not compliant with mobile device management policies,INFO
89151,MDM,Certificate issued by external CA can be revoked because the mobile device no longer uses it.,Indicates that a client certificate generated by an external CA is no longer needed on the mobile device. It can be manually revoked for additional security.,WARN
89152,MDM,Mobile device unenrollment initiated,Indicates that the Mobile Device unenrollment has started,INFO
89153,MDM,Certificates missing for Notification Systems.,Indicates that one or more identity certificates required for authenticating ISE to Mobile Device Notification Systems have not been configured.,ERROR
89154,MDM,Apple Volume Purchase Plan (VPP) service token is invalid.,Indicates that service token for Apple Volume Purchase Plan (VPP) is invalid.,ERROR
89155,MDM,Failed to access Apple Volume Purchase Plan (VPP) services.,Errors encountered accessing Apple Volume Purchase Plan (VPP) service. More information is provided in the event details.,ERROR
89156,MDM,CMCS server unreachable,ISE is unable to communicate with the Cisco MDM Cloud Service,ERROR
